funlo_seg_desc,EMAIL_THEME,DEPARTMENT,Unique Guids,Unique Households,THEME_SENT,THEME_OPEN,THEME_CLICK,THEME_UNSUBSCRIBE,theme_open_rate,theme_click_rate,DEPT_SENT,DEPT_OPEN,DEPT_CLICK,DEPT_UNSUBSCRIBE,dept_open_rate,dept_click_rate
Narrow Consumption,Sale - Digital Coupon,General Merchandise,1065964,973825,121092441,59801818,8581423,83584,0.4938526096769327,0.07086671082962148,23359770,10383185,459038,4501,0.4444900356467551,0.019650792794620838
New: Predicted Loyal,Sale - Fuel,No Department,39337,35971,1599957,712197,83649,1075,0.4451350880054901,0.05228203007955839,426749,189791,16847,149,0.44473683593868996,0.039477538318777546
New: Predicted Opportunity,Savings - Fuel Points,Fresh,50583,48500,1503169,638033,52323,1635,0.424458593810809,0.034808461324042736,402801,159997,7368,233,0.3972110297640771,0.01829191089396501
Unreliable Pattern,Services, Fresh,2106014,1947684,26019243,8993104,330901,7420,0.3456328072265592,0.01271754908472933,296184176,140296077,9198714,130341,0.4736785026624785,0.03105741206106838
Moderate Loyal,Weekly Specials,Pharmacy,2508802,2196463,2166714847,948818639,107314791,516723,0.4379065571612802,0.04952880216267794,1384258962,525568090,47040116,882995,0.3796746883550247,0.03398216467534056
New: Predicted Loyal,Sale - Price & Item,HBC,127243,118507,33277268,14942065,801042,15232,0.4490171789342803,0.024071747716789733,64344250,24577890,1447780,59210,0.381974923944253,0.022500534235770874
Unreliable Pattern,Seasonal, Fresh,2475934,2300664,71653510,28346476,408012,21287,0.39560484894599024,0.005694236053474561,272864008,119906615,7450074,140732,0.4394372708913665,0.02730324917018737
Narrow Consumption,Savings - Fuel Points,General Merchandise,962841,873093,45656122,21484950,3015212,29328,0.47058201745649797,0.06604178953262829,7968759,3488470,148938,2408,0.43776828989306865,0.018690237714555052
Bottom Non-Loyal,Weekly Specials,Adult Beverage,5132006,4866966,562642920,225197855,7801374,174660,0.40025004669035913,0.013865586365149675,592962475,251774997,8802614,342753,0.42460527877417537,0.014845145133340858
New: Predicted Non-Loyal,Sale - Fuel,HBC,238769,231249,10862497,4346286,150828,9526,0.4001184994573531,0.01388520521570685,1007449,398610,5723,516,0.39566270848449897,0.005680684580559413
New: Predicted Non-Loyal,Sale - Threshold Offer,Produce,1732535,1689115,7677566,3528435,45817,5059,0.4595772931160735,0.005967646517138375,86202950,39832794,1090792,76662,0.46208156449402255,0.012653766489429886
New: Predicted Non-Loyal,Holiday,Fuel,1780681,1724872,26155432,9248917,158681,13734,0.35361362029883503,0.006066846840839792,151248927,56287110,1281213,101292,0.3721488219218904,0.008470889846378877
Unreliable Pattern,Digital Coupons,Fresh,2776292,2532576,3745883041,1980809304,133370106,1199461,0.5287963565117623,0.03560445014972906,1932360368,770446048,27355114,1059584,0.39870722912694306,0.01415632117745855
Moderate Non-Loyal,Digital Coupons,Pharmacy,1816600,1647100,847810984,470484032,38041012,225057,0.5549397694521967,0.04486968524578587,1129861065,432833389,26516368,753864,0.3830854982156589,0.0234686978969401
New: Predicted Loyal,Brand Savings,Fuel,74909,69056,2419591,1063220,86854,699,0.43942137328168274,0.03589614939053749,5259657,2607402,276364,2855,0.49573612880079443,0.05254411076615832
New: Predicted Opportunity,Sale - Digital Coupon,Fresh,17330,16528,1835184,797190,67859,1848,0.4343924096984281,0.036976673728628846,559418,232467,8610,258,0.41555151961502845,0.015390995641899259
Top Loyal,Holiday,Produce,2949387,2559391,41320064,17270332,523142,7811,0.4179647930845412,0.01266072579171223,224952735,111040713,14928279,84727,0.4936179726821281,0.06636184707867633
New: Predicted Opportunity,Holiday,No Department,90604,86436,13704372,5406630,176779,13071,0.39451862515115615,0.0128994601138965,17387724,6777471,351225,13252,0.3897848275024379,0.02019959599082663
Bottom Non-Loyal,Ecommerce,Adult Beverage,4548378,4353016,41934610,16027852,267025,16813,0.38221058929604923,0.006367651922838915,426915954,192326686,7100630,163208,0.4505024565092735,0.01663238380639202
New: Predicted Non-Loyal,Diigital Coupons,No Department,892020,868323,18221353,7775349,231834,16253,0.4267163365969585,0.01272320447334509,3364393,1507661,31994,1262,0.448122737147533,0.00950959058587983
Bottom Non-Loyal,Sale - Price & Item,HBC,5384887,5073825,2590326158,1084774027,24459021,1305328,0.41877893393840326,0.009442448366766639,6605864611,2387027279,83275564,5445893,0.3613497126515662,0.012606308016263399
Top Loyal,Holiday,Fresh,3198659,2728406,1255039663,529604678,24860362,558008,0.42198242303677697,0.01980842736123153,1737191142,799903466,45066058,500442,0.460457946544146,0.02594191100244512
New: Predicted Non-Loyal,Brand Savings,Gift Cards,1240897,1196800,78227588,37661169,1176883,56275,0.48143078372811393,0.015044347270428433,828760346,408712289,11105239,535302,0.493161009660566,0.013399819445511935
New: Predicted Loyal,Savings - Fuel Points,Fresh,71406,66623,2220669,969371,115045,2143,0.4365220570918043,0.051806460125304585,742058,307531,18548,301,0.4144298693633112,0.024995350767729747
Unreliable Pattern,Sale - Prie,Fresh,2225620,2088556,41449443,18731828,1541875,30767,0.4519198967281659,0.03719893172026461,17714206,7514703,183612,5428,0.4242190138242719,0.01036524019196796
Narrow Consumption,Sale - Fuel,Pharmacy,746974,665263,18961420,10329131,1534059,10721,0.5447445919134748,0.08090422552741303,1138371,321213,9154,244,0.28216899411527524,0.008041315177565135
Bottom Non-Loyal,Best Customer,Grocery,5313030,5010016,4126878808,1644276026,68442016,4334364,0.3984308971740466,0.016584450182381028,969292335,414173271,11453030,448832,0.4272944869619752,0.011815867707238189
Moderate Loyal,Sale - Fuel,No Department,2184516,1960065,98120049,44078254,5479364,69838,0.44922780256662936,0.05584346987026066,44204677,19565039,1359132,10638,0.4426011075705858,0.03074633935228166
New: Predicted Non-Loyal,Brand Savings,HBC,1561451,1509456,396493988,153122391,4402169,381955,0.3861909527869058,0.011102738334584786,595149909,270819712,7043321,422176,0.4550445323179912,0.011834532600088156
New: Predicted Loyal,Services,Produce,91622,84088,564314,220170,16130,237,0.3901551264012589,0.02858337733956627,4322420,2135177,219529,2611,0.4939772164667015,0.050788447212441176
Moderate Loyal,Services,Pharmacy,2282999,2038050,374216192,140926750,9166662,93308,0.3765918017785826,0.02449563165882464,1197853137,465697757,41639973,636401,0.38877700664234266,0.034762168845077705
Bottom Non-Loyal,Sale - Threshold Offer,HBC,5174740,4891547,2191231466,1001317274,13699992,1033123,0.4569655417681009,0.006252188421248237,6059702874,2255238501,76504954,4906885,0.3721698155657788,0.012625198890238524
New: Predicted Non-Loyal,Best Customer,Fresh,2211571,2143674,906682178,368532312,13709548,1057972,0.4064625079682552,0.015120566316017298,153908718,57465961,1471792,105447,0.3733769064335914,0.009562759141428233
Narrow Consumption,Weekly Specials,Gift Cards,1569587,1367991,3632626749,1594469671,213240703,940190,0.4389302235466196,0.05870151758880857,2889465816,1232080442,123126731,1664642,0.42640422848317927,0.04261228159135972
Moderate Loyal,Sale - Fuel Points,Grocery,2410271,2138425,1461771773,527811557,59256284,1288474,0.36107658305425494,0.040537302125069834,1953801178,933545458,64202040,557470,0.4778098552257092,0.0328600682213326
Top Loyal,Sale - Price & Item,General Merchandise,3376579,2840041,2320911901,1166739613,68230610,605002,0.5027074110384339,0.029398190414122057,2045306737,866856099,93125294,1314211,0.4238269416114479,0.045531211683482564
Bottom Non-Loyal,Holiday,HBC,5209791,4924757,1720903701,630301750,8247980,871261,0.3662620689546649,0.004792819025961291,4354652128,1505329386,51827256,3341805,0.3456830400575226,0.01190158351955502
Unreliable Pattern,Holiday,General Merchandise,2748945,2517335,1078221099,417427288,9789143,472269,0.3871444255609025,0.009078975554345,1389909661,535763810,28725360,1058142,0.38546664220934573,0.02066706981469064
New: Predicted Opportunity,Holiday, Fresh,31088,29723,368148,132548,2842,133,0.36003998391951064,0.007719721416386888,3086865,1301893,90985,1725,0.4217524899857947,0.02947488795266395
Top Loyal,Sale - Price & Item,Adult Beverage,2913422,2550275,93125655,48511168,2492158,15064,0.5209216300277297,0.026761239961211547,377240661,194461037,26504054,118294,0.5154827066746127,0.07025768094494989
Narrow Consumption,Best Customer ,General Merchandise,922663,840779,21969878,10650076,1465175,12906,0.4847580855933747,0.06669017461089224,3354159,1516411,65041,1032,0.4520987228095031,0.019391149912690482
Moderate Loyal,Sale - Fuel Points,Multi Department,2522135,2205776,1701381928,608798037,67411681,1732314,0.3578256163303975,0.039621721549166475,12897794593,6218404426,638918015,3100311,0.4821292804100714,0.04953699722794151
Moderate Non-Loyal,Sale - Price & Item,Fuel,1830598,1657531,126461893,60526849,2303883,41410,0.47861729382779367,0.018218001845030106,309516564,123742594,9019978,209109,0.3997931238342385,0.02914214956198596
Bottom Non-Loyal,Sale - Fuel Points,General Merchandise,5396943,5079545,3408970174,1167165476,44949479,3372931,0.3423806652524851,0.01318564748463534,3012446311,1279364735,36319278,2104786,0.4246929581212377,0.012056406737401269
Moderate Loyal,Sale - Threshold Offer,HBC,2362648,2105097,1576104812,823171037,30771401,416939,0.5222819134442184,0.019523702209215767,1466331314,489055269,34821200,1026135,0.33352303420835216,0.023747157049392453
New: Predicted Opportunity,DEFAULT,DEFAULT,102066,96510,108597398,43140089,2018638,118714,0.39724790643694796,0.018588272253079213,146794488,59090809,2445804,123140,0.4025410613510229,0.016661415788309437
Unreliable Pattern,Ecommerce,Grocery,2749928,2509586,1559067893,569675122,26465787,1555501,0.365394685220421,0.016975390949186844,1777802625,775296388,34681802,761948,0.4360981230973264,0.019508240966850863
Moderate Loyal,Seasonal,Produce,2298506,2057474,67463507,30128058,780762,20075,0.446583039331175,0.011573101291636084,251453520,119534270,12410472,127168,0.47537322205710225,0.04935493446263946
New: Predicted Opportunity,Best Customer ,Fresh,38314,36713,623244,265896,22192,637,0.4266322660145946,0.035607242107425024,149760,60247,2753,81,0.4022903311965812,0.018382745726495727
Narrow Consumption,Brand Savings,Gift Cards,1379032,1218729,658376706,316146076,26566028,160601,0.4801902514455,0.0403508018401854,2064977079,1042706167,107202130,934587,0.5049480585542131,0.05191444064450073
New: Predicted Loyal,Sale - Threshold Offer,Adult Beverage,29829,27442,740935,400871,19699,130,0.5410339638429822,0.02658667764378792,3339625,1619078,190052,1246,0.4848083242879066,0.05690818579930381
Narrow Consumption,Brand Savings,Grocery,1497810,1321585,1274121930,472191561,40811276,708674,0.3706015490997789,0.03203090303924052,1081339159,523788117,42606582,316011,0.4843883740272463,0.03940168229864318
Bottom Non-Loyal,Savings - Fuel Points,HBC,2784048,2653907,126308276,50312607,2104893,139760,0.3983318321912651,0.016664727495765995,13203224,5429531,59086,5473,0.41122766681834677,0.004475119107272587
New: Predicted Opportunity,Sale - Price & Item,Fuel,91090,87022,1673127,718552,29340,866,0.4294665019451602,0.01753602685271351,6656723,2938492,154846,5155,0.44143221822509365,0.023261595833265106
Moderate Non-Loyal,Brand Savings, Fresh,1046642,950777,20416859,10058934,508855,5049,0.4926778404063034,0.024923275416654442,174061892,92276321,7435667,72126,0.5301351142385606,0.04271852336294265
Narrow Consumption,Digital Coupons,Grocery,1528801,1342582,2163827774,1207957929,157101699,558098,0.5582504964186674,0.07260360592820453,1179119553,551288320,44932735,488288,0.46754234428338753,0.038107022214735504
New: Predicted Loyal,Holiday,Pharmacy,114626,107261,6068289,2405424,81733,2871,0.39639245922532695,0.013468870714628127,26038863,10205042,815277,17610,0.39191580676928944,0.03131000766047273
Unreliable Pattern,Brand Savings,HBC,2610078,2398443,1476691481,537470400,23679404,928526,0.36396932393490256,0.016035444305512316,1498275527,585026173,32694901,1001056,0.39046634778277334,0.021821687941112583
New: Predicted Loyal,Ecommerce,Gift Cards,86681,80639,12149242,5168924,343513,6670,0.42545238624763587,0.028274438849765278,74892935,33756198,2654807,43843,0.4507260664841083,0.035448029910965566
Moderate Loyal,Sale - Price & Item,Gift Cards,2410443,2138275,1352387097,675183820,34001793,378482,0.49925337316346785,0.025142056645930864,4486695467,1981192999,172934977,2283044,0.4415706422626254,0.03854395250846652
Moderate Non-Loyal,Brand Savings,HBC,1754331,1591612,1027368230,381379353,19420502,642036,0.37121972615407817,0.018903156076765192,928378659,380456768,26016078,606752,0.4098077484997423,0.028023132315453194
Bottom Non-Loyal,Best Customer ,Fresh,4088870,3887211,92739219,37268516,1675600,99026,0.4018635955948691,0.018067868352438895,19432689,7852733,165265,8901,0.4040991444879296,0.008504484376814758
New: Predicted Loyal,Diigital Coupons,Multi Department,61097,56918,1315250,550317,44068,880,0.41841246911233604,0.03350541722106064,2601809,1167510,102564,774,0.4487300950992175,0.0394202649003059
Unreliable Pattern,Weekly Specials,Adult Beverage,2570737,2379979,289788281,122704312,7854733,67543,0.4234274470195018,0.02710507468726798,300396861,135011593,8617280,142473,0.44944408723365453,0.028686318396649292
New: Predicted Non-Loyal,Weekly Specials,Fuel,3654565,3520438,738229208,278730436,6287951,410816,0.3775662531087499,0.00851761340767758,681133384,258239851,5929574,503404,0.37913257089744995,0.008705452029348778
Top Loyal,Sale - Fuel,No Department,3039450,2602786,137911001,64106784,9846634,88886,0.464841698886661,0.07139846660963617,64004041,29244528,2248644,14259,0.4569168999813621,0.0351328441902598
Unreliable Pattern,Savings - Fuel Points,Fresh,2394090,2220711,106126863,43158853,3518004,98829,0.4066722767448615,0.0331490435178509,37111432,15347260,542413,11955,0.4135453463504184,0.014615792783204917
Unreliable Pattern,Sale - Fuel Points,Produce,2163588,2017842,9412514,4273998,217658,3039,0.45407613736351415,0.023124321514953392,191181243,92344030,5898205,94596,0.4830182529988049,0.030851379075927443
Moderate Non-Loyal,Sale - Prie,Multi Department,1693285,1551181,31439084,14529888,1346881,25423,0.4621600298532871,0.042840974628904585,93060524,45337802,3245493,19822,0.4871861886356883,0.03487507764301864
New: Predicted Loyal,Holiday,Grocery,123354,115147,20530577,8452369,396213,15256,0.41169661232609295,0.019298678259261782,29300023,12339283,892052,15455,0.4211356079822873,0.03044543685170486
Top Loyal,Digital Coupons,Produce,3264775,2759997,162995015,91484670,12963748,35532,0.5612728094782531,0.07953462871241798,350567377,173653670,23020006,166039,0.49535034174044096,0.06566499768744882
New: Predicted Opportunity,Sale - Fuel,Multi Department,63643,60483,2831566,1156498,54749,2230,0.40843052925483636,0.019335237109076746,4451461,1857344,95677,2093,0.4172436869603036,0.02149339284338333
Bottom Non-Loyal,Holiday,Gift Cards,5200641,4916980,1556736921,572419242,6928435,639283,0.3677045455004019,0.00445061391333186,8238339660,3336349651,107388353,5190747,0.40497840447136896,0.01303519367153648
New: Predicted Opportunity,Ecommerce,Produce,48111,46511,217267,94347,4073,166,0.434244501005675,0.018746519259712702,2406257,1158675,70357,1621,0.4815258719247362,0.029239187667817693
New: Predicted Opportunity,Savings - Fuel Points,General Merchandise,17461,16820,623961,279285,24200,562,0.44760009039026477,0.038784475311758264,133205,53128,1408,69,0.3988438872414699,0.010570173792275065
New: Predicted Opportunity,Sale - Prie,Multi Department,44147,42305,913750,369108,17025,639,0.4039485636114911,0.01863201094391245,1704101,733561,35049,582,0.4304680297705359,0.02056744289217599
Top Loyal,Holiday, Fresh,2932723,2546189,69364442,27802715,698551,13944,0.4008208557347005,0.010070736242641438,446561429,218869989,29009188,164869,0.4901229143101833,0.0649612485900568
Bottom Non-Loyal,Diigital Coupons,No Department,4076833,3904067,78576407,34519234,1628513,70046,0.43930787010915373,0.020725215903547232,24596786,10781313,324327,6182,0.4383220230480519,0.013185747113464336
Bottom Non-Loyal,Diigital Coupons,HBC,2476499,2387774,49976445,24184899,1098674,37185,0.483925957518587,0.02198383658541539,6932054,3147147,42628,2072,0.45399920427625057,0.0061494039140491405
New: Predicted Non-Loyal,Weekly Specials,Pharmacy,3633546,3499977,2140395602,792921735,19576804,1237409,0.3704556925173499,0.009146348451523309,1940061659,703923213,17475409,1584695,0.3628354850138297,0.009007656493251692
